ID,STORE,NAME,YEAR,VALUE,DESC
226,MC,Halloween Pails,1992,36.00,Cajita Feliz de McDonald's (1992) - Halloween Pails.
227,MC,Tiny Toon Adventures Cars,1992,36.00,"Cajita Feliz de McDonald's (1992) - Tiny Toon Adventures Cars, conjunto de juguetes."
228,MC,Tonka & Cabbage Patch toys,1992,36.00,Cajita Feliz de McDonald's (1992) - Tonka & Cabbage Patch toys.
229,MC,M,1993,36.00,"Cajita Feliz de McDonald's (1993) - M, conjunto de juguetes."
230,MC,Dinosaurs toys,1993,36.00,Cajita Feliz de McDonald's (1993) - Dinosaurs toys.
231,MC,Food Fundamentals,1993,36.00,"Cajita Feliz de McDonald's (1993) - Food Fundamentals, conjunto de juguetes."
232,MC,Looney Tunes Quack,1993,36.00,"Cajita Feliz de McDonald's (1993) - Looney Tunes Quack, conjunto de juguetes."
233,MC,Out for Fun,1993,36.00,"Cajita Feliz de McDonald's (1993) - Out for Fun, conjunto de juguetes."
234,MC,Nickelodeon Game Gadgets,1993,36.00,"Cajita Feliz de McDonald's (1993) - Nickelodeon Game Gadgets, conjunto de juguetes."
235,MC,Snow White and the Seven Dwarfs toys,1993,36.00,Cajita Feliz de McDonald's (1993) - Snow White and the Seven Dwarfs toys.
236,MC,Barbie & Hot Wheels Racing toys,1993,36.00,Cajita Feliz de McDonald's (1993) - Barbie & Hot Wheels Racing toys.
237,MC,Linkables toys,1993,36.00,Cajita Feliz de McDonald's (1993) - Linkables toys.
238,MC,Field Trip toys,1993,36.00,Cajita Feliz de McDonald's (1993) - Field Trip toys.
239,MC,Halloween McNugget Buddies toys,1993,36.00,Cajita Feliz de McDonald's (1993) - Halloween McNugget Buddies toys.
240,MC,Batman,1993,36.00,"Cajita Feliz de McDonald's (1993) - Batman, conjunto de juguetes."
241,MC,Mattel's Totally Toy Holiday toys,1993,36.00,Cajita Feliz de McDonald's (1993) - Mattel's Totally Toy Holiday toys.
242,MC,Makin' Movies toys,1994,36.00,Cajita Feliz de McDonald's (1994) - Makin' Movies toys.
243,MC,Sonic the Hedgehog 3,1994,36.00,"Cajita Feliz de McDonald's (1994) - Sonic the Hedgehog 3, conjunto de juguetes."
244,MC,Bobby's World toys,1994,36.00,Cajita Feliz de McDonald's (1994) - Bobby's World toys.
245,MC,Earth Days toys,1994,36.00,Cajita Feliz de McDonald's (1994) - Earth Days toys.
246,MC,Animaniacs,1994,36.00,"Cajita Feliz de McDonald's (1994) - Animaniacs, conjunto de juguetes."
247,MC,The Flintstones toys,1994,36.00,Cajita Feliz de McDonald's (1994) - The Flintstones toys.
248,MC,Epcot Center toys,1994,36.00,Cajita Feliz de McDonald's (1994) - Epcot Center toys.
249,MC,Barbie & Hot Wheels toys,1994,36.00,Cajita Feliz de McDonald's (1994) - Barbie & Hot Wheels toys.
250,MC,The Magic School Bus toys,1994,36.00,Cajita Feliz de McDonald's (1994) - The Magic School Bus toys.
251,MC,Halloween Pails,1994,36.00,Cajita Feliz de McDonald's (1994) - Halloween Pails.
252,MC,Happy Birthday Happy Meal,1994,36.00,"Cajita Feliz de McDonald's (1994) - Happy Birthday Happy Meal, conjunto de juguetes."
253,MC,Tonka & Cabbage Patch Kids toys,1994,36.00,Cajita Feliz de McDonald's (1994) - Tonka & Cabbage Patch Kids toys.
254,MC,Muppet Workshop toys,1995,36.00,Cajita Feliz de McDonald's (1995) - Muppet Workshop toys.
255,MC,Polly Pocket & Attack Pack toys,1995,36.00,Cajita Feliz de McDonald's (1995) - Polly Pocket & Attack Pack toys.
256,MC,Space Rescue,1995,36.00,"Cajita Feliz de McDonald's (1995) - Space Rescue, conjunto de juguetes."
257,MC,Amazing Wildlife toys,1995,36.00,Cajita Feliz de McDonald's (1995) - Amazing Wildlife toys.
258,MC,Spider,1995,36.00,"Cajita Feliz de McDonald's (1995) - Spider, conjunto de juguetes."
259,MC,Disneyland Adventures toys,1995,36.00,Cajita Feliz de McDonald's (1995) - Disneyland Adventures toys.
260,MC,Mighty Morphin Power Rangers: The Movie,1995,36.00,"Cajita Feliz de McDonald's (1995) - Mighty Morphin Power Rangers: The Movie, conjunto de juguetes."
261,MC,Barbie & Hot Wheels Attack Pack toys,1995,36.00,Cajita Feliz de McDonald's (1995) - Barbie & Hot Wheels Attack Pack toys.
262,MC,The Busy World of Richard Scarry,1995,36.00,"Cajita Feliz de McDonald's (1995) - The Busy World of Richard Scarry, conjunto de juguetes."
263,MC,What am I going to be for Halloween?,1995,36.00,"Cajita Feliz de McDonald's (1995) - What am I going to be for Halloween?, conjunto de juguetes."
264,MC,Animaniacs toys,1995,36.00,Cajita Feliz de McDonald's (1995) - Animaniacs toys.
265,MC,Mattel's Totally Toy Holiday toys,1995,36.00,Cajita Feliz de McDonald's (1995) - Mattel's Totally Toy Holiday toys.
266,MC,VR Troopers toys,1996,12.00,Cajita Feliz de McDonald's (1996) - VR Troopers toys.
267,MC,Muppet Treasure Island toys,1996,12.00,Cajita Feliz de McDonald's (1996) - Muppet Treasure Island toys.
268,MC,Transformers / Littlest Pet Shop toys,1996,12.00,Cajita Feliz de McDonald's (1996) - Transformers / Littlest Pet Shop toys.
269,MC,Walt Disney Masterpiece Collection toys,1996,12.00,Cajita Feliz de McDonald's (1996) - Walt Disney Masterpiece Collection toys.
270,MC,Marvel Super Heroes,1996,12.00,"Cajita Feliz de McDonald's (1996) - Marvel Super Heroes, conjunto de juguetes."
271,MC,Babe toys,1996,12.00,Cajita Feliz de McDonald's (1996) - Babe toys.
272,MC,Barbie / Hot Wheels toys,1996,12.00,Cajita Feliz de McDonald's (1996) - Barbie / Hot Wheels toys.
273,MC,Aladdin and the King of Thieves toys,1996,12.00,Cajita Feliz de McDonald's (1996) - Aladdin and the King of Thieves toys.
274,MC,Eric Carle toys,1996,12.00,Cajita Feliz de McDonald's (1996) - Eric Carle toys.
275,MC,Halloween McNugget Buddies,1996,12.00,"Cajita Feliz de McDonald's (1996) - Halloween McNugget Buddies, conjunto de juguetes."
276,MC,Space Jam toys,1996,12.00,Cajita Feliz de McDonald's (1996) - Space Jam toys.
277,MC,101 Dalmatians,1996,12.00,"Cajita Feliz de McDonald's (1996) - 101 Dalmatians, conjunto de juguetes."
278,MC,Nickelodeon Tangle toys,1997,12.00,Cajita Feliz de McDonald's (1997) - Nickelodeon Tangle toys.
279,MC,Mighty Ducks pucks,1997,12.00,"Cajita Feliz de McDonald's (1997) - Mighty Ducks pucks, conjunto de juguetes."
280,MC,The Hunchback of Notre Dame,1997,12.00,"Cajita Feliz de McDonald's (1997) - The Hunchback of Notre Dame, conjunto de juguetes."
281,MC,Ty Teenie Beanie Babies toys,1997,12.00,Cajita Feliz de McDonald's (1997) - Ty Teenie Beanie Babies toys.
282,MC,Walt Disney Home Video Masterpiece Collection,1997,12.00,"Cajita Feliz de McDonald's (1997) - Walt Disney Home Video Masterpiece Collection, conjunto de juguetes."
283,MC,Micro Machines / Spinning Sky Dancers,1997,12.00,"Cajita Feliz de McDonald's (1997) - Micro Machines / Spinning Sky Dancers, conjunto de juguetes."
284,MC,Hercules toys,1997,12.00,Cajita Feliz de McDonald's (1997) - Hercules toys.
285,MC,Endangered Animal Pals,1997,12.00,"Cajita Feliz de McDonald's (1997) - Endangered Animal Pals, conjunto de juguetes."
286,MC,Beetleborgs Metallix toys,1997,12.00,Cajita Feliz de McDonald's (1997) - Beetleborgs Metallix toys.
287,MC,Sleeping Beauty,1997,12.00,"Cajita Feliz de McDonald's (1997) - Sleeping Beauty, conjunto de juguetes."
288,MC,The Jungle Book,1997,12.00,Cajita Feliz de McDonald's (1997) - The Jungle Book.
289,MC,Barbie / Hot Wheels,1997,12.00,"Cajita Feliz de McDonald's (1997) - Barbie / Hot Wheels, conjunto de juguetes."
290,MC,The Little Mermaid,1997,12.00,"Cajita Feliz de McDonald's (1997) - The Little Mermaid, conjunto de juguetes."
291,MC,101 Dalmatians toys,1997,12.00,Cajita Feliz de McDonald's (1997) - 101 Dalmatians toys.
292,MC,Hercules,1998,12.00,"Cajita Feliz de McDonald's (1998) - Hercules, conjunto de juguetes."
293,MC,Peter Pan,1998,12.00,"Cajita Feliz de McDonald's (1998) - Peter Pan, conjunto de juguetes."
294,MC,My Little Pony/Transformers Beast Wars toys,1998,12.00,Cajita Feliz de McDonald's (1998) - My Little Pony/Transformers Beast Wars toys.
295,MC,Disney's Animal Kingdom,1998,12.00,"Cajita Feliz de McDonald's (1998) - Disney's Animal Kingdom, conjunto de juguetes."
296,MC,Ty Teenie Beanie Babies,1998,12.00,"Cajita Feliz de McDonald's (1998) - Ty Teenie Beanie Babies, conjunto de juguetes."
297,MC,Mulan toys,1998,12.00,Cajita Feliz de McDonald's (1998) - Mulan toys.
298,MC,Tamagotchi Toyz,1998,12.00,Cajita Feliz de McDonald's (1998) - Tamagotchi Toyz.
299,MC,Nascar Hot Wheels/Barbie toys,1998,12.00,Cajita Feliz de McDonald's (1998) - Nascar Hot Wheels/Barbie toys.
300,MC,Disney Video Favorites toys,1998,12.00,Cajita Feliz de McDonald's (1998) - Disney Video Favorites toys.
301,MC,Ronald and Pals Haunted Halloween Nerds Candy Dispensers,1998,12.00,"Cajita Feliz de McDonald's (1998) - Ronald and Pals Haunted Halloween Nerds Candy Dispensers, conjunto de juguetes."
302,MC,The Lion King 2: Simba's Pride,1998,12.00,"Cajita Feliz de McDonald's (1998) - The Lion King 2: Simba's Pride, conjunto de juguetes."
303,MC,A Bug's Life,1998,12.00,"Cajita Feliz de McDonald's (1998) - A Bug's Life, conjunto de juguetes."
304,MC,Recess toys,1998,12.00,Cajita Feliz de McDonald's (1998) - Recess toys.
305,MC,Mulan,1999,12.00,"Cajita Feliz de McDonald's (1999) - Mulan, conjunto de juguetes."
306,MC,Winnie the Pooh: Sing a Song with Pooh Bear,1999,12.00,"Cajita Feliz de McDonald's (1999) - Winnie the Pooh: Sing a Song with Pooh Bear, conjunto de juguetes."
307,MC,Furby,1999,12.00,"Cajita Feliz de McDonald's (1999) - Furby, conjunto de juguetes."
308,MC,Mystic Knights of Tir Na Nog toys,1999,12.00,Cajita Feliz de McDonald's (1999) - Mystic Knights of Tir Na Nog toys.
309,MC,Ty Teenie Beanie Babies toys,1999,12.00,Cajita Feliz de McDonald's (1999) - Ty Teenie Beanie Babies toys.
310,MC,Tarzan toys,1999,12.00,Cajita Feliz de McDonald's (1999) - Tarzan toys.
311,MC,Inspector Gadget,1999,12.00,"Cajita Feliz de McDonald's (1999) - Inspector Gadget, conjunto de juguetes."
312,MC,Hot Wheels / Barbie toys,1999,12.00,Cajita Feliz de McDonald's (1999) - Hot Wheels / Barbie toys.
313,MC,Doug's 1st Movie toys,1999,12.00,Cajita Feliz de McDonald's (1999) - Doug's 1st Movie toys.
314,MC,Halloween Pails,1999,12.00,Cajita Feliz de McDonald's (1999) - Halloween Pails.
315,MC,Lego toys,1999,12.00,Cajita Feliz de McDonald's (1999) - Lego toys.
316,MC,Toy Story 2 toys,1999,12.00,Cajita Feliz de McDonald's (1999) - Toy Story 2 toys.
317,MC,Barbie / Hot Wheels toys,1999,12.00,Cajita Feliz de McDonald's (1999) - Barbie / Hot Wheels toys.
318,MC,Disney’s Tarzan on Video,2000,9.00,"Cajita Feliz de McDonald's (2000) - Disney’s Tarzan on Video, conjunto de juguetes."
319,MC,An Extremely Goofy Movie,2000,9.00,"Cajita Feliz de McDonald's (2000) - An Extremely Goofy Movie, conjunto de juguetes."
320,MC,Furby,2000,9.00,"Cajita Feliz de McDonald's (2000) - Furby, conjunto de juguetes."
321,MC,Teletubbies,2000,9.00,"Cajita Feliz de McDonald's (2000) - Teletubbies, conjunto de juguetes."
322,MC,Saban’s Power Rangers Lightspeed Rescue,2000,9.00,"Cajita Feliz de McDonald's (2000) - Saban’s Power Rangers Lightspeed Rescue, conjunto de juguetes."
323,MC,Disney's Dinosaur,2000,9.00,"Cajita Feliz de McDonald's (2000) - Disney's Dinosaur, conjunto de juguetes."
324,MC,Ty Teenie Beanie Babies,2000,9.00,"Cajita Feliz de McDonald's (2000) - Ty Teenie Beanie Babies, conjunto de juguetes."
325,MC,Finger Board Pro,2000,9.00,"Cajita Feliz de McDonald's (2000) - Finger Board Pro, conjunto de juguetes."
326,MC,Hello Kitty/Transformers: Beast Morphers,2000,9.00,"Cajita Feliz de McDonald's (2000) - Hello Kitty/Transformers: Beast Morphers, conjunto de juguetes."
327,MC,The Tigger Movie,2000,9.00,"Cajita Feliz de McDonald's (2000) - The Tigger Movie, conjunto de juguetes."
328,MC,Barbie/Hot Wheels,2000,9.00,"Cajita Feliz de McDonald's (2000) - Barbie/Hot Wheels, conjunto de juguetes."
329,MC,Monster Crazy Bones,2000,9.00,"Cajita Feliz de McDonald's (2000) - Monster Crazy Bones, conjunto de juguetes."
330,MC,Disney Video Showcase Collection,2000,9.00,"Cajita Feliz de McDonald's (2000) - Disney Video Showcase Collection, conjunto de juguetes."
331,MC,102 Dalmatians,2000,9.00,"Cajita Feliz de McDonald's (2000) - 102 Dalmatians, conjunto de juguetes."
332,MC,The Emperor's New Groove,2000,9.00,"Cajita Feliz de McDonald's (2000) - The Emperor's New Groove, conjunto de juguetes."
333,MC,Disney World Resort Millennium Collectables,2000,9.00,"Cajita Feliz de McDonald's (2000) - Disney World Resort Millennium Collectables, conjunto de juguetes."
334,MC,Buzz Lightyear of Star Command,2001,9.00,"Cajita Feliz de McDonald's (2001) - Buzz Lightyear of Star Command, conjunto de juguetes."
335,MC,Disney’s House of Mouse,2001,9.00,"Cajita Feliz de McDonald's (2001) - Disney’s House of Mouse, conjunto de juguetes."
336,MC,Poo,2001,9.00,"Cajita Feliz de McDonald's (2001) - Poo, conjunto de juguetes."
337,MC,Spy Kids,2001,9.00,"Cajita Feliz de McDonald's (2001) - Spy Kids, conjunto de juguetes."
338,MC,Tiger Electronics,2001,9.00,"Cajita Feliz de McDonald's (2001) - Tiger Electronics, conjunto de juguetes."
339,MC,Action Man/Hello Kitty and Friends,2001,9.00,"Cajita Feliz de McDonald's (2001) - Action Man/Hello Kitty and Friends, conjunto de juguetes."
340,MC,Disney’s Atlantis: The Lost Empire,2001,9.00,"Cajita Feliz de McDonald's (2001) - Disney’s Atlantis: The Lost Empire, conjunto de juguetes."
341,MC,The Book of Pooh,2001,9.00,Cajita Feliz de McDonald's (2001) - The Book of Pooh.
342,MC,Hot Wheels/Barbie,2001,9.00,"Cajita Feliz de McDonald's (2001) - Hot Wheels/Barbie, conjunto de juguetes."
343,MC,Lego Bionicle/Diva Starz,2001,9.00,"Cajita Feliz de McDonald's (2001) - Lego Bionicle/Diva Starz, conjunto de juguetes."
344,MC,Snow White and the Seven Dwarves,2001,9.00,"Cajita Feliz de McDonald's (2001) - Snow White and the Seven Dwarves, conjunto de juguetes."
345,MC,Halloween Pails,2001,9.00,Cajita Feliz de McDonald's (2001) - Halloween Pails.
346,MC,Disney Pixar’s Monsters Inc.,2001,9.00,"Cajita Feliz de McDonald's (2001) - Disney Pixar’s Monsters Inc., conjunto de juguetes."
347,MC,Toys “R” Us Animal Alley minis,2001,9.00,Cajita Feliz de McDonald's (2001) - Toys “R” Us Animal Alley minis.
348,MC,Surprise toys,2001,9.00,Cajita Feliz de McDonald's (2001) - Surprise toys.
349,MC,Robo,2002,9.00,"Cajita Feliz de McDonald's (2002) - Robo, conjunto de juguetes."
350,MC,Peter Pan in Return to Never Land,2002,9.00,"Cajita Feliz de McDonald's (2002) - Peter Pan in Return to Never Land, conjunto de juguetes."
351,MC,Walt Disney World’s 100 Years of Magic,2002,9.00,"Cajita Feliz de McDonald's (2002) - Walt Disney World’s 100 Years of Magic, conjunto de juguetes."
352,MC,Matchbox/Madame Alexander,2002,9.00,"Cajita Feliz de McDonald's (2002) - Matchbox/Madame Alexander, conjunto de juguetes."
353,MC,Battlebots,2002,9.00,"Cajita Feliz de McDonald's (2002) - Battlebots, conjunto de juguetes."
354,MC,The Many Adventures of Winnie the Pooh,2002,9.00,"Cajita Feliz de McDonald's (2002) - The Many Adventures of Winnie the Pooh, conjunto de juguetes."
355,MC,Disney’s Lilo and Stitch,2002,9.00,"Cajita Feliz de McDonald's (2002) - Disney’s Lilo and Stitch, conjunto de juguetes."
356,MC,The Country Bears,2002,9.00,"Cajita Feliz de McDonald's (2002) - The Country Bears, conjunto de juguetes."
357,MC,Spy Kids 2: The Island of Lost Dreams,2002,9.00,"Cajita Feliz de McDonald's (2002) - Spy Kids 2: The Island of Lost Dreams, conjunto de juguetes."
358,MC,Barbie/Hot Wheels,2002,9.00,"Cajita Feliz de McDonald's (2002) - Barbie/Hot Wheels, conjunto de juguetes."
359,MC,Disney’s Beauty and the Beast,2002,9.00,"Cajita Feliz de McDonald's (2002) - Disney’s Beauty and the Beast, conjunto de juguetes."
360,MC,Lego Galidor,2002,9.00,"Cajita Feliz de McDonald's (2002) - Lego Galidor, conjunto de juguetes."
361,MC,Transformers: Armada/Hello Kitty,2002,9.00,"Cajita Feliz de McDonald's (2002) - Transformers: Armada/Hello Kitty, conjunto de juguetes."
362,MC,Walt Disney’s Treasure Planet,2002,9.00,"Cajita Feliz de McDonald's (2002) - Walt Disney’s Treasure Planet, conjunto de juguetes."
363,MC,Pinocchio,2002,9.00,"Cajita Feliz de McDonald's (2002) - Pinocchio, conjunto de juguetes."
364,MC,Betty Spaghetty/Tonka,2003,9.00,"Cajita Feliz de McDonald's (2003) - Betty Spaghetty/Tonka, conjunto de juguetes."
365,MC,Disney’s The Jungle Book 2,2003,9.00,Cajita Feliz de McDonald's (2003) - Disney’s The Jungle Book 2.
366,MC,Inspector Gadget 2,2003,9.00,"Cajita Feliz de McDonald's (2003) - Inspector Gadget 2, conjunto de juguetes."
367,MC,NakNak,2003,9.00,"Cajita Feliz de McDonald's (2003) - NakNak, conjunto de juguetes."
368,MC,Bratz/He,2003,9.00,"Cajita Feliz de McDonald's (2003) - Bratz/He, conjunto de juguetes."
369,MC,Disney Pixar’s Finding Nemo,2003,9.00,"Cajita Feliz de McDonald's (2003) - Disney Pixar’s Finding Nemo, conjunto de juguetes."
370,MC,Sonic the Hedgehog handheld games,2003,9.00,"Cajita Feliz de McDonald's (2003) - Sonic the Hedgehog handheld games, conjunto de juguetes."
371,MC,Spy Kids 3,2003,9.00,"Cajita Feliz de McDonald's (2003) - Spy Kids 3, conjunto de juguetes."
372,MC,Barbie/Hot Wheels: Highway 35 World Race,2003,9.00,"Cajita Feliz de McDonald's (2003) - Barbie/Hot Wheels: Highway 35 World Race, conjunto de juguetes."
373,MC,Disney’s Kim Possible,2003,9.00,"Cajita Feliz de McDonald's (2003) - Disney’s Kim Possible, conjunto de juguetes."
374,MC,Stretch Screamers/Madame Alexander,2003,9.00,"Cajita Feliz de McDonald's (2003) - Stretch Screamers/Madame Alexander, conjunto de juguetes."
375,MC,Brother Bear,2003,9.00,"Cajita Feliz de McDonald's (2003) - Brother Bear, conjunto de juguetes."
376,MC,The Haunted Mansion,2003,9.00,"Cajita Feliz de McDonald's (2003) - The Haunted Mansion, conjunto de juguetes."
377,MC,Disney Princess/Power Rangers: Dino Thunder,2003,9.00,"Cajita Feliz de McDonald's (2003) - Disney Princess/Power Rangers: Dino Thunder, conjunto de juguetes."
378,MC,Lilo and Stitch: The Series,2004,9.00,"Cajita Feliz de McDonald's (2004) - Lilo and Stitch: The Series, conjunto de juguetes."
379,MC,The Lion King 1 1/2,2004,9.00,"Cajita Feliz de McDonald's (2004) - The Lion King 1 1/2, conjunto de juguetes."
380,MC,Lego Clikets/Lego Sports,2004,9.00,"Cajita Feliz de McDonald's (2004) - Lego Clikets/Lego Sports, conjunto de juguetes."
381,MC,The Dog,2004,9.00,"Cajita Feliz de McDonald's (2004) - The Dog, conjunto de juguetes."
382,MC,ESPN Sports,2004,9.00,"Cajita Feliz de McDonald's (2004) - ESPN Sports, conjunto de juguetes."
383,MC,Neopets,2004,9.00,"Cajita Feliz de McDonald's (2004) - Neopets, conjunto de juguetes."
384,MC,MyScene/Tony Hawk: BoomBoom HuckJam,2004,9.00,"Cajita Feliz de McDonald's (2004) - MyScene/Tony Hawk: BoomBoom HuckJam, conjunto de juguetes."
385,MC,Ty Teenie Beanie Babies,2004,9.00,"Cajita Feliz de McDonald's (2004) - Ty Teenie Beanie Babies, conjunto de juguetes."
386,MC,Polly Pocket/Hot Wheels,2004,9.00,"Cajita Feliz de McDonald's (2004) - Polly Pocket/Hot Wheels, conjunto de juguetes."
387,MC,Hello Kitty 30th Anniversary/G.I. Joe,2004,9.00,"Cajita Feliz de McDonald's (2004) - Hello Kitty 30th Anniversary/G.I. Joe, conjunto de juguetes."
388,MC,Walt Disney’s Aladdin/Madame Alexander,2004,9.00,"Cajita Feliz de McDonald's (2004) - Walt Disney’s Aladdin/Madame Alexander, conjunto de juguetes."
389,MC,Disney Pixar’s The Incredibles,2004,9.00,"Cajita Feliz de McDonald's (2004) - Disney Pixar’s The Incredibles, conjunto de juguetes."
390,MC,Sega Handheld Games,2004,9.00,"Cajita Feliz de McDonald's (2004) - Sega Handheld Games, conjunto de juguetes."
391,MC,Dave the Barbarian/Lizzie McGuire,2004,9.00,"Cajita Feliz de McDonald's (2004) - Dave the Barbarian/Lizzie McGuire, conjunto de juguetes."
392,MC,My Little Pony/Duel Masters,2005,9.00,"Cajita Feliz de McDonald's (2005) - My Little Pony/Duel Masters, conjunto de juguetes."
393,MC,That's So Raven/NBA,2005,9.00,"Cajita Feliz de McDonald's (2005) - That's So Raven/NBA, conjunto de juguetes."
394,MC,Pixar Pals,2005,9.00,"Cajita Feliz de McDonald's (2005) - Pixar Pals, conjunto de juguetes."
395,MC,The Dog/The Cat,2005,9.00,"Cajita Feliz de McDonald's (2005) - The Dog/The Cat, conjunto de juguetes."
396,MC,Drake & Josh/Winx Club,2005,9.00,"Cajita Feliz de McDonald's (2005) - Drake & Josh/Winx Club, conjunto de juguetes."
397,MC,The Adventures of Sharkboy and Lavagirl in 3,2005,9.00,"Cajita Feliz de McDonald's (2005) - The Adventures of Sharkboy and Lavagirl in 3, conjunto de juguetes."
398,MC,Neopets,2005,9.00,"Cajita Feliz de McDonald's (2005) - Neopets, conjunto de juguetes."
399,MC,Barbie and the Magic of Pegasus/Hot Wheels: AcceleRacers,2005,9.00,"Cajita Feliz de McDonald's (2005) - Barbie and the Magic of Pegasus/Hot Wheels: AcceleRacers, conjunto de juguetes."
400,MC,Walt Disney Parks and Resorts,2005,9.00,"Cajita Feliz de McDonald's (2005) - Walt Disney Parks and Resorts, conjunto de juguetes."
401,MC,Madame Alexander/Nickelodeon Tak: The Great Juju Challenge,2005,9.00,"Cajita Feliz de McDonald's (2005) - Madame Alexander/Nickelodeon Tak: The Great Juju Challenge, conjunto de juguetes."
402,MC,Disney’s Chicken Little,2005,9.00,"Cajita Feliz de McDonald's (2005) - Disney’s Chicken Little, conjunto de juguetes."
403,MC,Power Rangers/W.I.T.C.H,2005,9.00,"Cajita Feliz de McDonald's (2005) - Power Rangers/W.I.T.C.H, conjunto de juguetes."
404,MC,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,9.00,"Cajita Feliz de McDonald's (2005) - The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, conjunto de juguetes."
405,MC,Strawberry Shortcake/Dragon Booster,2006,9.00,"Cajita Feliz de McDonald's (2006) - Strawberry Shortcake/Dragon Booster, conjunto de juguetes."
406,MC,Doogal,2006,9.00,"Cajita Feliz de McDonald's (2006) - Doogal, conjunto de juguetes."
407,MC,Trollz/Spy Gear,2006,9.00,"Cajita Feliz de McDonald's (2006) - Trollz/Spy Gear, conjunto de juguetes."
408,MC,The Wild,2006,9.00,"Cajita Feliz de McDonald's (2006) - The Wild, conjunto de juguetes."
409,MC,Build,2006,9.00,"Cajita Feliz de McDonald's (2006) - Build, conjunto de juguetes."
410,MC,Disney Pixar’s Cars,2006,9.00,"Cajita Feliz de McDonald's (2006) - Disney Pixar’s Cars, conjunto de juguetes."
411,MC,Pirates of the Caribbean,2006,9.00,"Cajita Feliz de McDonald's (2006) - Pirates of the Caribbean, conjunto de juguetes."
412,MC,Hummer/Polly Pocket in PollyWorld,2006,9.00,"Cajita Feliz de McDonald's (2006) - Hummer/Polly Pocket in PollyWorld, conjunto de juguetes."
413,MC,Take the Mario Challenge,2006,9.00,"Cajita Feliz de McDonald's (2006) - Take the Mario Challenge, conjunto de juguetes."
414,MC,LEGO Bionicle/Disney’s The Little Mermaid,2006,9.00,"Cajita Feliz de McDonald's (2006) - LEGO Bionicle/Disney’s The Little Mermaid, conjunto de juguetes."
415,MC,Hot Wheels/Barbie and the 12 Dancing Princesses,2006,9.00,"Cajita Feliz de McDonald's (2006) - Hot Wheels/Barbie and the 12 Dancing Princesses, conjunto de juguetes."
416,MC,Dreamworks Flushed Away,2006,9.00,"Cajita Feliz de McDonald's (2006) - Dreamworks Flushed Away, conjunto de juguetes."
417,MC,Iz from Zizzle,2006,9.00,"Cajita Feliz de McDonald's (2006) - Iz from Zizzle, conjunto de juguetes."
418,MC,Yu,2006,9.00,"Cajita Feliz de McDonald's (2006) - Yu, conjunto de juguetes."
419,MC,Nickelodeon’s Catscratch,2007,9.00,"Cajita Feliz de McDonald's (2007) - Nickelodeon’s Catscratch, conjunto de juguetes."
420,MC,WowWee Robotics/My Little Pony,2007,9.00,"Cajita Feliz de McDonald's (2007) - WowWee Robotics/My Little Pony, conjunto de juguetes."
421,MC,The Wizard of Oz Madame Alexander/TNNT,2007,9.00,"Cajita Feliz de McDonald's (2007) - The Wizard of Oz Madame Alexander/TNNT, conjunto de juguetes."
422,MC,American Idol,2007,9.00,"Cajita Feliz de McDonald's (2007) - American Idol, conjunto de juguetes."
423,MC,Dreamworks Shrek the Third,2007,9.00,"Cajita Feliz de McDonald's (2007) - Dreamworks Shrek the Third, conjunto de juguetes."
424,MC,Surf’s Up,2007,9.00,"Cajita Feliz de McDonald's (2007) - Surf’s Up, conjunto de juguetes."
425,MC,Hello Kitty/Fly Wheels,2007,9.00,"Cajita Feliz de McDonald's (2007) - Hello Kitty/Fly Wheels, conjunto de juguetes."
426,MC,Build,2007,9.00,"Cajita Feliz de McDonald's (2007) - Build, conjunto de juguetes."
427,MC,America's Next Top Model/The Naked Brothers Band,2007,9.00,"Cajita Feliz de McDonald's (2007) - America's Next Top Model/The Naked Brothers Band, conjunto de juguetes."
428,MC,MyScene/Hot Wheels:Stunt Strikers,2007,9.00,"Cajita Feliz de McDonald's (2007) - MyScene/Hot Wheels:Stunt Strikers, conjunto de juguetes."
429,MC,Dreamworks Bee Movie,2007,9.00,"Cajita Feliz de McDonald's (2007) - Dreamworks Bee Movie, conjunto de juguetes."
430,MC,Dreamworks Shrek the Third,2007,9.00,"Cajita Feliz de McDonald's (2007) - Dreamworks Shrek the Third, conjunto de juguetes."
431,MC,LEGO Bionicle/Strawberry Shortcake,2007,9.00,"Cajita Feliz de McDonald's (2007) - LEGO Bionicle/Strawberry Shortcake, conjunto de juguetes."
432,MC,El Tigre: The Adventures of Manny Rivera/FurReal Friends,2008,9.00,"Cajita Feliz de McDonald's (2008) - El Tigre: The Adventures of Manny Rivera/FurReal Friends, conjunto de juguetes."
433,MC,The Spiderwick Chronicles,2008,9.00,"Cajita Feliz de McDonald's (2008) - The Spiderwick Chronicles, conjunto de juguetes."
434,MC,Pirates of the Caribbean/Disney Princesses,2008,9.00,"Cajita Feliz de McDonald's (2008) - Pirates of the Caribbean/Disney Princesses, conjunto de juguetes."
435,MC,American Idol,2008,9.00,"Cajita Feliz de McDonald's (2008) - American Idol, conjunto de juguetes."
436,MC,Speed Racer,2008,9.00,"Cajita Feliz de McDonald's (2008) - Speed Racer, conjunto de juguetes."
