ID,STORE,NAME,YEAR,RELEASE DATE,END DATE,TODAY RESELL ESTIMATED VALUE (USD)
824,BK,G.I. Joe: Sigma/Bratz Genie Magic,2006,2006-06-19,2006-06-25,
825,BK,Superman Returns,2006,2006-06-26,2006-07-23,
826,BK,The Ant Bully,2006,2006-07-24,2006-08-20,
827,BK,Avatar: The Last Airbender,2006,2006-08-21,2006-09-24,
828,BK,Open Season,2006,2006-09-25,2006-10-22,
829,BK,Happy Feet,2006,2006-11-13,2006-12-10,
830,BK,Dance Dance Revolution,2006,2006-12-11,2007-01-07,
831,BK,Bounce King Bobbleheads,2007,2007-01-08,2007-02-04,
832,BK,Chub City: Welcome to the Neighborhood / Groovy Girls,2007,2007-02-05,2007-03-04,
833,BK,SpongeBob SquarePants: Friend or Foe?,2007,2007-04-29,,
834,BK,Spider,2007,,2007-04-30,
835,BK,Fantastic 4: Rise of the Silver Surfer,2007,,2007-05-28,
836,BK,Transformers,2007,2007-06-25,2007-07-22,
837,BK,The Simpsons Movie,2007,2007-07-23,2007-08-26,
838,BK,NFL Jerseys,2007,2007-08-27,2007-09-30,
839,BK,Viva Pinata,2007,2007-10-01,,
840,BK,SpongeBob's Atlantis SquarePantis,2007,,,
841,BK,iDog,2007,,,
842,BK,Snoopy,2008,,,
843,BK,Monster Jam/Cabbage Patch Kids Minis,2008,2008-02-25,2008-03-23,
844,BK,SpongeBob SquarePants: Pest of the West,2008,2008-03-24,2008-04-20,
845,BK,Iron Man,2008,2008-04-21,2008-05-18,
846,BK,Indiana Jones and the Kingdom of the Crystal Skull,2008,2008-05-19,2008-06-08,
847,BK,The Incredible Hulk,2008,2008-06-09,2008-07-06,
848,BK,Pokémon Diamond & Pearl TCG,2008,2008-07-07,2008-08-03,
849,BK,Crayola,2008,2008-08-04,,
850,BK,Neopets,2008,2008-09-01,,
851,BK,iDog Halloween,2008,2008-09-29,2008-11-02,
852,BK,The Simpsons,2008,2008-11-03,,
853,BK,Wii,2008,2008-12-01,,
854,BK,Monster Jam/ Cabbage Patch Kids,2009,,,
855,BK,The Pink Panther 2,2009,,2009-02-02,
856,BK,Nickelodeon's  Kids Choice Awards,2009,,2009-03-02,
857,BK,SpongeBob SquarePants: SpongeBob vs The Big One,2009,2009-04-06,2009-05-03,
858,BK,Star Trek,2009,2009-05-04,,
859,BK,Pokémon Platinum TCG,2009,2009-06-01,2009-06-21,
860,BK,Transformers: Revenge of the Fallen,2009,2009-06-22,2009-07-19,
861,BK,G.I. Joe: The Rise of Cobra,2009,2009-07-20,2009-08-16,
862,BK,The Dangerous Book for Boys/The Daring Book for Girls,2009,2009-08-17,2009-09-13,
863,BK,Cloudy with a Chance of Meatballs,2009,2009-09-14,2009-10-11,
864,BK,SpongeBob's Truth or Square,2009,2009-10-12,2009-11-15,
865,BK,Planet 51,2009,,2009-11-16,
866,BK,The Super Hero Squad Show / FurReal Friends,2009,2009-12-14,2010-01-10,
867,BK,Hoodwinked Too! Hood vs. Evil,2010,2010-01-11,2010-02-07,
868,BK,The Spectacular Spider,2010,2010-02-08,2010-03-07,
869,BK,Tony Stewart 14 / Pinkalicious,2010,,2010-03-08,
870,BK,SpongeBob SquarePants: SpongeBob's Last Stand,2010,2010-04-05,2010-05-02,
871,BK,Iron Man 2,2010,,2010-05-03,
872,BK,Marmaduke,2010,2010-05-31,2010-06-27,
873,BK,The Twilight Saga: Eclipse,2010,2010-06-28,2010-07-25,
874,BK,Cats & Dogs: The Revenge of Kitty Galore,2010,2010-07-26,2010-08-22,
875,BK,WWE / Moxie Girlz,2010,2010-08-23,2010-09-19,
876,BK,Legends of the Guardians: Owls of Ga'Hoole,2010,2010-09-20,2010-10-10,
877,BK,Prehistoric Pets / Stardoll,2010,2010-10-11,,
878,BK,Xbox Kinectimals,2010,2010-11-01,,
879,BK,Zhu,2010,2010-11-22,2010-12-19,
880,BK,Gulliver's Travels,2010,2010-12-20,2010-01-20,
881,BK,SpongeBob SquarePants: Legends of Bikini Bottom,2011,,,
882,BK,Hasbro Family Game Night,2011,2011-02-27,,
883,BK,Rango,2011,2011-02-28,2011-03-27,
884,BK,Hop,2011,2011-03-28,2011-04-24,
885,BK,Thor,2011,2011-04-29,2011-06-19,
886,BK,Transformers: Dark of the Moon,2011,2011-06-20,2011-07-17,
887,BK,Nerf Super Soaker,2011,2011-07-18,,
888,BK,Paper Jamz,2011,,,
889,BK,The Simpsons Treehouse of Horror,2011,,,
890,BK,SpongeBob's Runaway Roadtrip,2011,,,
891,BK,Happy Feet 2,2011,,,
892,BK,Carnival,2011,2011-02-20,2011-02-20,
893,BK,Big Miracle,2012,,,
894,BK,Hasbro Family Game Night,2012,,,
895,BK,Monster Jam/ Pinkalicious,2012,,,
896,BK,Discovery Kids,2012,,,
897,BK,Mattel Games,2012,,,
898,BK,Wii U Super Mario Bros.,2012,,,
899,BK,Kidz Bop,2012,2012-01-20,2012-01-20,
900,BK,Discovery Kids Space,2013,,,
901,BK,Cut the Rope: Time Travel,2013,,,
902,BK,Jurassic Park,2013,,,
903,BK,The Jungle Book,2013,,,
904,BK,Beyblade/Care Bears,2013,,,
905,BK,The Simpsons Super Heroes,2013,,,
906,BK,Matchbox/Polly Pocket,2013,2013-01-20,2013-01-20,
907,BK,Pac,2014,,,
908,BK,Ice Age,2014,,,
909,BK,Rio 2,2014,,,
910,BK,Tom and Jerry,2014,,,
911,BK,The Jungle Book,2014,,,
912,BK,Dolphin Tale 2,2014,,,
913,BK,Strawberry Shortcake/G.I. Joe,2014,,,
914,BK,Angry Birds Stella/Angry Birds Go!,2015,,,
915,BK,NCAA Basketball,2015,,,
916,BK,Lalaloopsy/Slugterra,2015,,,
917,BK,Scooby,2015,,,
918,BK,The Simpsons: Back to School,2015,,,
919,BK,Plants vs. Zombies,2015,,,
920,BK,Teen Titans Go!,2015,2015-02-20,2015-02-20,
921,BK,Garfield,2016,,,
922,BK,DC Super Friends,2016,,,
923,BK,The Penguins of Madagascar,2016,,,
924,BK,Kung Fu Panda 3,2016,,,
925,BK,Kubo and the Two Strings,2016,,,
926,BK,Dragons: Race to the Edge,2016,,,
927,BK,The Secret Life of Pets,2016,,,
928,BK,Trolls,2017,,,
929,BK,Voltron: Legendary Defender/Care Bears,2017,,,
930,BK,Angry Birds,2017,,,
931,BK,Smurfs: The Lost Village,2017,,,
932,BK,Max Steel/Monster High,2017,,,
933,BK,Sherlock Gnomes,2017,2017-01-20,2017-01-20,
934,BK,Skylanders Academy/Mysticons,2018,,,
935,BK,Justice League Action,2018,,,
936,BK,Nerf,2018,,,
937,BK,Power Rangers / Miraculous,2018,,,
938,BK,Super Monsters,2018,,,
939,BK,Hotel Transylvania 3,2018,,,
940,BK,Aquaman,2018,2018-02-20,2018-02-20,
941,BK,Rabbids,2019,,,
942,BK,Pokémon: Detective Pikachu,2019,,,
943,BK,Beyblade Burst/The Powerpuff Girls,2019,,,
944,BK,Transformers Cyberverse/My Little Pony,2019,2019-08-05,2019-09-29,
945,BK,Emoji,2019,2019-10-07,2019-12-01,
946,BK,The Secret Life of Pets 2,2019,,2019-12-02,
947,BK,Feisty Pets,2020,2020-02-03,2020-03-08,
948,BK,You Can Be Anything Barbie/Hot Wheels,2020,2020-03-16,2020-05-03,
949,BK,Crayola,2020,2020-05-25,2020-06-25,
950,BK,Wonder Woman,2020,,2020-08-03,
951,BK,Nerf,2020,2020-09-14,2020-11-08,
952,BK,King Jr. Art Cards Pack,2020,2020-11-30,2020-12-20,
953,BK,The Croods: A New Age,2020,2020-12-21,2020-01-31,
954,BK,Nintendo Switch,2021,2021-02-01,2021-03-14,
955,BK,Justice League,2021,2021-03-15,2021-04-25,
956,BK,Angry Birds,2021,2021-05-10,2021-06-20,
957,BK,Scholastic Books,2021,2021-06-21,2021-07-25,
958,BK,Trolls: Trollstopia,2021,2021-09-06,2021-10-09,
959,BK,The SpongeBob Movie: Sponge on the Run,2021,2021-11-01,2021-12-05,
960,BK,Animal Planet,2021,2021-12-06,2021-02-06,
961,BK,Mattel Games,2022,2022-02-07,2022-03-11,
962,BK,Miraculous,2022,2022-03-12,2022-04-17,
963,BK,Peanuts,2022,2022-04-18,2022-05-22,
964,BK,Barbie/Hot Wheels,2022,2022-05-30,2022-07-10,
965,BK,Justice League,2022,2022-07-11,2022-08-14,
966,BK,Subway Surfers,2022,2022-08-29,2022-10-02,
967,BK,Crayola,2022,2022-10-03,2022-11-13,
968,BK,The Smurfs,2022,2022-11-14,2022-12-25,
969,BK,Emoji Soccer,2023,2023-01-16,2023-02-26,
970,BK,Sonic the Hedgehog,2023,2023-03-06,2023-04-15,
971,BK,Spider,2023,2023-05-12,2023-06-21,
972,BK,Warner Bros 100th Anniversary,2023,,2023-06-22,
973,BK,Various reruns,2023,2023-08-14,2023-09-25,
974,BK,PAW Patrol: The Mighty Movie,2023,2023-09-26,2023-11-05,
975,BK,Batwheels,2023,2023-11-06,2023-12-17,
976,BK,Miraculous: Tales of Ladybug and Cat Noir,2024,2024-01-01,2024-02-11,
977,BK,Kung Fu Panda 4,2024,,2024-02-26,
978,BK,Tom and Jerry,2024,2024-04-08,2024-05-19,
979,BK,The Garfield Movie,2024,2024-05-20,2024-06-30,
980,BK,DC Justice League Statues,2024,2024-07-01,2024-08-25,
981,BK,Transformers One,2024,2024-08-26,2024-10-06,
982,BK,The Addams Family,2024,2024-10-07,2024-11-10,
983,BK,Barbie/Hot Wheels,2024,2024-11-25,2024-01-05,
984,BK,The Smurfs,2025,2025-01-13,2025-03-02,
985,BK,DreamWorks Keyclips,2025,2025-03-03,2025-04-20,
986,BK,Peppa Pig,2025,2025-04-21,2025-05-26,
987,BK,How to Train Your Dragon,2025,2025-05-27,2025-07-20,
988,BK,Naruto,2025,2025-07-21,2025-08-31,
989,BK,Squeeze Racers,2025,2025-09-01,2025-09-07,
990,BK,Scooby Doo and the Haunted Headless Horseman,2025,2025-09-08,2025-11-02,
991,BK,The SpongeBob Movie: Search for SquarePants,2025,2025-11-03,2025-01-19,
992,BK,Yo Gabba GabbaLand!,2026,2026-01-20,2026-03-05,
