ID,STORE,NAME,YEAR,RELEASE DATE,END DATE,TODAY RESELL ESTIMATED VALUE (USD)
420,MC,WowWee Robotics/My Little Pony,2007,2007-02-23,2007-03-22,
421,MC,The Wizard of Oz Madame Alexander/TNNT,2007,2007-03-23,2007-04-19,
422,MC,American Idol,2007,2007-04-20,2007-05-10,
423,MC,Dreamworks Shrek the Third,2007,2007-05-11,2007-06-07,
424,MC,Surf’s Up,2007,2007-06-08,2007-07-05,
425,MC,Hello Kitty/Fly Wheels,2007,2007-07-06,2007-08-02,
426,MC,Build,2007,2007-08-03,2007-08-03,
427,MC,America's Next Top Model/The Naked Brothers Band,2007,2007-08-31,2007-08-31,
428,MC,MyScene/Hot Wheels:Stunt Strikers,2007,2007-09-28,2007-10-25,
429,MC,Dreamworks Bee Movie,2007,2007-10-26,2007-11-15,
430,MC,Dreamworks Shrek the Third,2007,2007-11-16,2007-12-13,
431,MC,LEGO Bionicle/Strawberry Shortcake,2007,2007-12-14,2007-01-17,
432,MC,El Tigre: The Adventures of Manny Rivera/FurReal Friends,2008,2008-01-18,2008-02-14,
433,MC,The Spiderwick Chronicles,2008,2008-02-15,2008-03-13,
434,MC,Pirates of the Caribbean/Disney Princesses,2008,2008-03-14,2008-04-10,
435,MC,American Idol,2008,2008-04-11,2008-05-08,
436,MC,Speed Racer,2008,2008-05-09,2008-06-05,
437,MC,Dreamworks Kung Fu Panda,2008,2008-06-06,2008-07-03,
438,MC,Littlest Pet Shop/Transformers Animated,2008,2008-07-04,2008-07-04,
439,MC,Polly Pocket/Spy Gear,2008,2008-07-25,2008-08-14,
440,MC,Star Wars: The Clone Wars,2008,2008-08-15,2008-09-11,
441,MC,The Wizard of Oz Madame Alexander/LEGO Batman: The Video Game,2008,2008-09-12,2008-10-09,
442,MC,Barbie/Hot Wheels,2008,2008-10-10,2008-10-10,
443,MC,Madagascar: Escape 2 Africa,2008,2008-10-31,2008-12-03,
444,MC,My Little Pony/Lego Mistika Bionicle,2008,2008-12-04,2008-01-01,
445,MC,Hotel for Dogs,2009,2009-01-09,2009-02-05,
446,MC,Hello Kitty 35th Anniversary/Digi Sportz,2009,2009-02-06,,
447,MC,The Spectacular Spider,2009,2009-02-27,2009-02-27,
448,MC,Dreamworks Monsters Vs. Aliens,2009,2009-03-27,2009-04-23,
449,MC,Kidz Bop CDs,2009,2009-04-24,2009-05-21,
450,MC,Night at the Museum: Battle of the Smithsonian,2009,2009-05-22,2009-06-18,
451,MC,Ice Age: Dawn of the Dinosaurs,2009,2009-06-19,2009-07-16,
452,MC,Ty Teenie Beanie Babies,2009,2009-07-17,2009-08-13,
453,MC,LEGO Racers/American Girl,2009,2009-08-14,2009-09-10,
454,MC,Barbie/Hot Wheels,2009,2009-09-11,2009-10-01,
455,MC,Bakugan/Build,2009,2009-10-02,2009-10-02,
456,MC,Astro Boy/My Little Pony,2009,2009-10-23,2009-11-12,
457,MC,Nerf/Strawberry Shortcake,2009,2009-11-13,2009-12-10,
458,MC,James Cameron’s Avatar,2009,2009-12-11,2009-12-11,
459,MC,Alvin and the Chipmunks: The Squeakquel,2010,2010-01-01,2010-01-01,
460,MC,The Penguins of Madagascar,2010,2010-02-05,2010-02-05,
461,MC,Star Wars/iCarly,2010,2010-02-26,2010-03-25,
462,MC,Dreamworks How to Train Your Dragon,2010,2010-03-26,2010-03-26,
463,MC,Hot Wheels Battle Force 5/Barbie in a Mermaid Tale,2010,2010-04-23,2010-05-13,
464,MC,Shrek Forever After Toys,2010,2010-05-14,2010-05-14,
465,MC,Shrek Forever After Watches,2010,2010-06-11,2010-06-11,
466,MC,The Last Airbender,2010,2010-06-25,2010-07-22,
467,MC,Marvel Heroes/Littlest Pet Shop,2010,2010-07-23,2010-08-19,
468,MC,Batman: The Brave and the Bold/Madame Alexander,2010,2010-08-20,2010-09-16,
469,MC,Star Wars: The Clone Wars/Strawberry Shortcake,2010,2010-09-17,2010-10-14,
470,MC,Mr. Potato Head Halloween Pails,2010,2010-10-15,2010-10-15,
471,MC,Dreamworks Megamind,2010,2010-10-29,2010-11-25,
472,MC,Transformers/Sanrio Hello Kitty,2010,2010-11-26,2010-12-16,
473,MC,Bakugan: Gundalian Invaders/Only Hearts Pets,2010,2010-12-17,2010-01-13,
474,MC,Tonka/My Little Pony,2011,2011-01-21,2011-02-17,
475,MC,Hot Wheels Battle Force 5: Fused/Barbie in a Fairy Secret,2011,2011-02-18,2011-03-10,
476,MC,Young Justice/Littlest Pet Shop,2011,2011-03-11,2011-04-07,
477,MC,Rio,2011,2011-04-08,2011-04-08,
478,MC,Batman: The Brave and the Bold/Zoobles,2011,2011-04-29,2011-05-26,
479,MC,Dreamworks Kung Fu Panda 2,2011,2011-05-27,2011-06-16,
480,MC,Pokémon Black and White/Liv,2011,2011-06-17,2011-07-07,
481,MC,Star Wars: The Clone Wars/Strawberry Shortcake,2011,2011-07-08,2011-07-08,
482,MC,The Smurfs,2011,2011-07-29,2011-08-25,
483,MC,Harry Potter/Monster High,2011,2011-08-26,2011-09-15,
484,MC,Power Rangers Samurai/iCarly,2011,2011-09-16,2011-10-13,
485,MC,Monster Halloween Pails,2011,2011-10-14,2011-10-14,
486,MC,Dreamworks Puss in Boots,2011,2011-10-28,2011-11-17,
487,MC,Bakugan: Mechtanium Surge/Hello Kitty,2011,2011-11-18,2011-12-15,
488,MC,Alvin and the Chipmunks: Chipwrecked,2011,2011-12-16,2011-01-12,
489,MC,Barbie/Team Hot Wheels,2012,2012-01-13,2012-02-08,
490,MC,Star Wars: Episode 1 in 3D/Build,2012,2012-02-09,2012-03-08,
491,MC,Transformers Prime/My Little Pony,2012,2012-03-09,2012-03-09,
492,MC,Squinkies: Surprise Inside/Green Lantern: The Animated Series,2012,2012-03-30,2012-04-26,
493,MC,Spy Gear/Victorious,2012,2012-04-27,2012-04-27,
494,MC,Madagascar 3: Europe’s Most Wanted,2012,2012-05-25,2012-06-14,
495,MC,Harry Potter/Strawberry Shortcake,2012,2012-06-15,2012-07-05,
496,MC,Ice Age: Continental Drift,2012,2012-07-06,2012-07-06,
497,MC,Nickelodeon Spongebob Squarepants Sport Toys,2012,2012-07-27,2012-07-27,
498,MC,Power Rangers Super Samurai/Paul Frank,2012,2012-08-24,2012-09-20,
499,MC,Hotel Transylvania,2012,2012-09-21,2012-10-18,
500,MC,Scooby,2012,2012-10-19,2012-10-19,
501,MC,Young Justice/Littlest Pet Shop,2012,2012-11-02,2012-11-02,
502,MC,Rise of the Guardians,2012,2012-11-23,2012-12-20,
503,MC,Moshi Monsters/Teenage Mutant Ninja Turtles,2012,2012-12-21,2012-01-24,
504,MC,Transformers Prime/Hello Kitty,2013,2013-01-25,2013-02-21,
505,MC,HexBug/Barbie in the Pink Shoes,2013,2013-02-22,2013-03-21,
506,MC,Dreamworks The Croods,2013,2013-03-22,2013-04-11,
507,MC,Skylanders: Giants/Fijit Friends Shimmies,2013,2013-04-12,2013-05-02,
508,MC,Spy Gear/Winx Club,2013,2013-05-03,2013-05-03,
509,MC,Blue Sky’s Epic,2013,2013-05-24,2013-06-13,
510,MC,Team Hot Wheels/Twinkle Toes,2013,2013-06-14,2013-06-14,
511,MC,Despicable Me 2,2013,2013-07-05,2013-08-01,
512,MC,The Smurfs 2,2013,2013-08-02,,
513,MC,Power Rangers Megaforce/Justice,2013,2013-08-30,2013-09-19,
514,MC,Beware the Batman/The Wizard of Oz,2013,2013-09-20,2013-10-17,
515,MC,Monster High/Angry Birds: Star Wars Halloween Pails,2013,2013-10-18,2013-10-18,
516,MC,Happy Meal Books,2013,2013-11-01,2013-11-01,
517,MC,NFL Rush Zone/Build,2013,2013-11-15,2013-11-15,
518,MC,Teenage Mutant Ninja Turtles/Furby Boom,2013,2014-01-01,2013-01-16,
519,MC,Adventure Time/Paul Frank,2014,2014-01-17,2014-02-06,
520,MC,The LEGO Movie,2014,2014-02-07,2014-03-06,
521,MC,Dreamworks Mr. Peabody and Sherman,2014,2014-03-07,2014-03-07,
522,MC,Skylanders: Swap Force/My Little Pony: Rainbow Power,2014,2014-03-28,2014-04-24,
523,MC,The Amazing Spider,2014,,,
524,MC,Pokémon X and Y/ American Girl: Isabelle,2014,2014-05-23,2014-06-12,
525,MC,Dreamworks How to Train Your Dragon 2,2014,,,
526,MC,MarioKart 8/Ty Teenie Beanie Boos,2014,2014-07-04,2014-03-08,
527,MC,Barbie/Hot Wheels,2014,2014-08-01,2014-08-01,
528,MC,Madden NFL 15/Littlest Pet Shop,2014,2014-08-29,2014-09-18,
529,MC,HexBug/Monster High,2014,2014-09-19,2014-10-16,
530,MC,The Book of Life Halloween Pails,2014,2014-10-17,2014-10-17,
531,MC,Hello Kitty’s 40th Anniversary/Max Steel,2014,2014-10-31,2014-11-25,
532,MC,Dreamworks Penguins of Madagascar,2014,2014-11-26,2014-12-18,
533,MC,Spy Gear/Flutterbye,2014,2014-12-19,2014-01-08,
534,MC,Happy Meal Books,2015,2015-01-09,2015-01-09,
535,MC,Sweethearts Plush/Teenage Mutant Ninja Turtles,2015,2015-01-23,2015-02-12,
536,MC,The Spongebob Movie: Sponge Out of Water,2015,2015-02-13,2015-03-05,
537,MC,Team Hot Wheels/Barbie: Life in the Dreamhouse,2015,2015-03-06,2015-03-06,
538,MC,Dreamworks Home,2015,2015-03-27,2015-04-16,
539,MC,My Little Pony & MLP: Equestria Girls/Transformers: Robots in Disguise,2015,2015-04-17,2015-05-14,
540,MC,Skylanders: Trap Team/Littlest Pet Shop,2015,2015-05-15,2015-06-11,
541,MC,Nerf/Nerf: Rebelle,2015,2015-06-12,2015-07-02,
542,MC,Minions,2015,2015-07-03,2015-07-03,
543,MC,Batman: Unlimited/Monster High,2015,2015-07-31,2015-08-27,
544,MC,Monster Jam/Hello Kitty,2015,2015-08-28,2015-09-24,
545,MC,Hotel Transylvania 2,2015,2015-09-25,2015-10-15,
546,MC,Minions Halloween Pails,2015,2015-10-16,2015-10-16,
547,MC,The Peanuts Movie,2015,2015-10-30,2015-11-23,
548,MC,Pokémon Omega Ruby and Alpha Sapphire/Build,2015,2015-11-24,2015-12-21,
549,MC,Shopkins/Rabbids,2015,2015-12-22,2015-02-01,
550,MC,Harper Collins books,2016,2016-02-02,2016-02-02,
551,MC,Transformers: Robots in Disguise/My Little Pony: Friendship is Magic,2016,2016-02-16,2016-03-14,
552,MC,Barbie: Spy Squad/DC Comics Hot Wheels,2016,2016-03-15,2016-04-11,
553,MC,Emoji Plush,2016,2016-04-12,2016-05-09,
554,MC,The Angry Birds Movie,2016,2016-05-10,2016-06-13,
555,MC,Skylanders: Superchargers/The Powerpuff Girls,2016,2016-06-14,2016-07-05,
556,MC,The Secret Life of Pets,2016,2016-07-06,2016-08-08,
557,MC,Step,2016,2016-08-17,2016-08-17,
558,MC,Talking Tom,2016,2016-08-30,2016-09-19,
559,MC,Justice League Action/DC Super Hero Girls,2016,2016-09-20,2016-10-17,
560,MC,"It’s the Great Pumpkin, Charlie Brown Halloween Pails",2016,2016-10-18,2016-10-18,
561,MC,Dreamworks Trolls,2016,2016-11-01,2016-11-01,
562,MC,Hello Sanrio/Teenage Mutant Ninja Turtles,2016,2016-11-29,2016-12-19,
563,MC,Illumination Presents Sing,2016,2016-12-20,2016-01-09,
564,MC,Emoji cards (January 13,2017,2017-01-13,2017-01-16,
565,MC,Teen Titans Go!/Sweethearts clip gloss,2017,2017-01-17,2017-02-06,
566,MC,The Lego Batman Movie,2017,2017-02-07,2017-03-06,
567,MC,Barbie Fashionistas/Hot Wheels,2017,2017-03-07,2017-04-03,
568,MC,Smurfs: The Lost Village,2017,2017-04-04,2017-04-04,
569,MC,Super Mario,2017,2017-04-26,2017-05-22,
570,MC,Ty Teenie Beanie Boos,2017,2017-05-23,2017-06-26,
571,MC,Despicable Me 3,2017,2017-06-27,2017-08-07,
572,MC,The Emoji Movie,2017,2017-08-08,2017-09-04,
573,MC,Harper Collins books,2017,2017-09-05,2017-09-05,
574,MC,The LEGO Ninjago Movie,2017,2017-09-19,2017-10-08,
575,MC,My Little Pony: The Movie/Transformers: Robots in Disguise,2017,2017-10-09,2017-11-07,
576,MC,Pokémon Sun and Moon/Hello Sanrio,2017,2017-11-08,2017-12-04,
577,MC,Happy Meal Holiday Express,2017,2017-12-05,2017-01-01,
578,MC,Yo,2018,2018-01-02,2018-01-02,
579,MC,American Greetings,2018,2018-01-30,2018-02-12,
580,MC,Peter Rabbit,2018,2018-02-13,2018-03-05,
581,MC,Snoopy,2018,2018-03-06,2018-04-09,
582,MC,National Geographic: Weird but True,2018,2018-04-10,2018-05-14,
583,MC,Hasbro Gaming,2018,2018-05-15,2018-06-11,
584,MC,Incredibles 2,2018,2018-06-12,2018-07-23,
585,MC,Nintendo Super Mario,2018,2018-07-24,2018-08-20,
586,MC,Justice League Action,2018,2018-08-21,2018-09-17,
587,MC,Bumblebee/My Little Pony: Cutie Mark Crew (September 18th,2018,2018-09-18,2018-10-26,
588,MC,Pokémon/Hello Kitty,2018,2018-10-27,2018-11-12,
589,MC,Ralph Breaks the Internet,2018,2018-11-13,2018-12-10,
590,MC,Spider,2018,2018-12-11,2018-12-11,
591,MC,Monster Jam/Shopkins: Cutie Cars,2019,2019-01-01,2019-01-01,
592,MC,The LEGO Movie 2: The Second Part,2019,2019-01-29,2019-02-25,
593,MC,Teen Titans Go!,2019,2019-02-26,2019-03-25,
594,MC,Ty Teenie Beanie Boos,2019,2019-03-26,2019-04-22,
595,MC,Avengers: Endgame,2019,2019-04-23,2019-05-20,
596,MC,The Secret Life of Pets 2,2019,2019-05-21,2019-06-10,
597,MC,Disney Pixar’s Toy Story 4,2019,,,
598,MC,Disney's The Lion King,2019,2019-07-16,2019-08-19,
599,MC,Snoopy: Explore Space,2019,2019-08-20,2019-09-16,
600,MC,Barbie/Hot Wheels,2019,2019-09-17,2019-10-14,
601,MC,Pokémon/Hello Kitty’s 45th Anniversary,2019,2019-10-15,2019-11-06,
602,MC,40 Years of Happy Meal,2019,2019-11-07,2019-11-07,
603,MC,Frozen II,2019,2019-11-12,2019-12-09,
604,MC,Star Wars: The Rise of Skywalker,2019,2019-12-10,2019-01-06,
605,MC,Discovery #Mindblown,2020,2020-01-07,2020-01-07,
606,MC,Spirit: Riding Free/Fast and Furious: Spy Racers,2020,2020-02-04,2020-02-04,
607,MC,Disney Pixar’s Onward,2020,2020-02-25,2020-03-23,
608,MC,Pikmi Pops Surprise/Beyblade Burst,2020,2020-03-24,2020-04-20,
609,MC,Trolls World Tour,2020,2020-04-21,2020-04-21,
610,MC,Illumination Presents Minions,2020,2020-06-23,2020-07-27,
611,MC,Disney Pixar Celebration,2020,2020-07-28,2020-08-31,
612,MC,Jurassic World: Camp Cretaceous,2020,2020-09-01,2020-10-05,
613,MC,Marvel Studios Heroes,2020,2020-10-06,2020-11-09,
614,MC,Mickey and Minnie's Runaway Railway,2020,2020-11-17,2020-12-14,
615,MC,Disney Pixar’s Soul,2020,2020-12-15,2020-01-11,
616,MC,Hasbro Gaming,2021,2021-01-12,2021-02-08,
617,MC,Pokémon 25th Anniversary,2021,2021-02-09,2021-03-08,
618,MC,Raya and the Last Dragon,2021,2021-03-09,2021-04-05,
619,MC,Star Wars/Disney Princesses,2021,2021-04-06,2021-05-03,
620,MC,Ty Teenie Beanie Boos,2021,2021-05-11,2021-06-07,
621,MC,Disney Pixar’s Luca,2021,2021-06-08,2021-07-05,
622,MC,Space Jam: A New Legacy,2021,2021-07-06,2021-08-16,
623,MC,Ron's Gone Wrong,2021,2021-08-24,2021-09-13,
624,MC,Walt Disney World's 50th Anniversary,2021,2021-09-14,2021-10-25,
625,MC,Marvel Studios Eternals,2021,2021-10-26,2021-11-22,
626,MC,Disney's Encanto,2021,2021-11-23,2021-12-20,
627,MC,Illumination's Sing 2,2021,2021-12-21,2021-01-17,
628,MC,Teen Titans Go!,2022,2022-01-18,2022-02-07,
629,MC,Disney's Stitch,2022,2022-02-08,2022-03-07,
630,MC,Mario Kart,2022,2022-03-08,2022-04-04,
631,MC,Sonic the Hedgehog 2,2022,2022-04-05,2022-05-09,
632,MC,WDW 50th Anniversary Celebration,2022,2022-05-10,2022-06-06,
633,MC,Disney Pixar‘s Lightyear,2022,2022-06-07,2022-07-04,
634,MC,Thor: Love and Thunder,2022,2022-07-05,2022-08-08,
635,MC,Pokémon Match Battle toys,2022,2022-08-16,2022-08-16,
636,MC,Cars on the Road: A Disney+ Original,2022,2022-09-20,2022-10-17,
637,MC,Halloween Boo Buckets Rollback,2022,2022-10-18,2022-10-18,
638,MC,Black Panther: Wakanda Forever,2022,2022-11-01,2022-12-05,
639,MC,Hasbro Gaming,2022,2022-12-06,2022-12-06,
640,MC,The Super Mario Bros. Movie,2022,2022-12-27,2022-01-23,
641,MC,Mickey and Friends,2023,2023-01-31,2023-02-20,
642,MC,HarperCollins Books,2023,2023-02-21,2023-03-13,
643,MC,Karma’s World,2023,2023-03-14,2023-04-03,
644,MC,The Masked Singer,2023,2023-04-04,2023-04-04,
645,MC,Guardians of the Galaxy Vol. 3,2023,2023-04-25,2023-05-22,
646,MC,Disney’s The Little Mermaid,2023,2023-05-23,2023-06-19,
647,MC,Disney Pixar’s Elemental,2023,2023-06-20,2023-07-17,
648,MC,Marvel Studios: The Marvels,2023,2023-07-18,2023-08-14,
649,MC,Nerf,2023,2023-08-15,2023-09-11,
650,MC,Pokémon Match Battle,2023,2023-09-12,2023-10-16,
651,MC,Halloween Boo Buckets,2023,2023-10-17,2023-10-17,
652,MC,Disney 100 Years of Wonder,2023,2023-10-31,2023-12-04,
653,MC,Crash Team Rumble,2023,2023-12-05,2023-12-05,
654,MC,Squishmallows,2023,2023-12-26,2023-01-22,
655,MC,Adopt Me,2024,2024-01-23,2024-02-19,
656,MC,Clean Up Process,2024,2024-02-20,2024-03-11,
657,MC,MultiVersus,2024,2024-03-12,2024-04-01,
658,MC,Just Dance,2024,2024-04-02,2024-04-02,
659,MC,Captain America: Brave New World,2024,2024-04-30,2024-05-27,
660,MC,Inside Out 2,2024,2024-05-28,2024-06-24,
661,MC,Despicable Me 4,2024,2024-06-25,2024-07-22,
662,MC,Panini Unstoppable,2024,2024-07-23,2024-07-23,
663,MC,Yu,2024,2024-08-20,2024-09-16,
664,MC,Crocs,2024,2024-09-17,2024-10-14,
665,MC,McDonald’s Halloween Buckets,2024,2024-10-15,2024-10-28,
666,MC,Mario Kart 8 Deluxe,2024,2024-10-29,2024-11-25,
667,MC,Holiday Pet Simulator,2024,2024-11-26,2024-12-16,
668,MC,Sonic the Hedgehog 3,2024,2024-12-17,2024-01-20,
669,MC,Pokémon,2025,2025-01-21,2025-02-24,
670,MC,Clean Up,2025,2025-02-25,2025-03-10,
671,MC,McDonald's All American Games,2025,2025-03-11,2025-03-31,
672,MC,A Minecraft Movie,2025,2025-04-01,2025-05-12,
673,MC,Squishmallows,2025,2025-05-13,2025-06-09,
674,MC,Elio,2025,2025-06-10,2025-06-30,
675,MC,Lil McDonald’s,2025,2025-07-01,2025-08-11,
676,MC,Teenage Mutant Ninja Turtles/Hello Kitty,2025,2025-08-12,2025-09-01,
677,MC,TinyTan,2025,2025-09-02,2025-10-20,
678,MC,Halloween Pails,2025,2025-10-21,2025-11-03,
679,MC,Zootopia 2,2025,,,
680,MC,Disney Land 70th Anniversary,2025,2025-12-02,2025-12-29,
681,BK,Holiday Magic Meals,1981,1981-12-24,,
682,BK,Jet Age Meals,1982,1982-03-11,,
683,BK,Mickey’s Christmas Carol,1983,,,
684,BK,Garfield,1984,,,
685,BK,Masters of the Universe,1985,1985-08-12,1985-09-09,
686,BK,ThunderCats,1986,,,
687,BK,SilverHawks,1987,,,
688,BK,Burger King Kids Club Action Figures,1991,,,
689,BK,Beauty and the Beast,1991,,,
690,BK,Archie Pullback Racers,1991,,,
691,BK,Burger King Kids Club Water Mates,1991,,,
692,BK,Captain Planet Flip Cars,1991,,,
693,BK,Inspector Gadget,1991,,,
694,BK,King Ralph,1991,,,
695,BK,Burger King Disney Parade,1991,,,
696,BK,Kids' Club Wild Spinning Tops,1992,,,
697,BK,Capitol Critters,1992,,,
698,BK,Life Savers Freaky Fellas,1992,,,
699,BK,Pinocchio,1992,,,
700,BK,It's Magic!,1992,,,
701,BK,Goof Troop,1992,,,
702,BK,Aladdin,1992,,,
703,BK,Mickey's Toontown Disneyland,1993,,,
704,BK,Teenage Mutant Ninja Turtles III,1993,,,
705,BK,The Little Mermaid,1993,,,
706,BK,Save the Animals,1993,,,
707,BK,Burger King Kids Club Glow,1993,,,
708,BK,Bonkers Crash,1993,,,
709,BK,Pranks and Funny Pages,1993,,,
710,BK,Dino Crawlers,1994,,,
711,BK,Kids Club Sports All,1994,,,
712,BK,Aladdin Hidden Treasures,1994,1994-05-30,,
713,BK,The Disney Afternoon Beach Party,1994,,,
714,BK,The Lion King toys,1994,1994-06-20,1994-07-24,
715,BK,Z,1994,,,
716,BK,Burger King Kids' Club Pranksters,1994,,,
717,BK,Gargoyles: Defenders of the Night,1995,,,
718,BK,The Lion King finger puppets,1995,1995-03-06,1995-04-09,
719,BK,A Goofy Movie,1995,1995-04-10,1995-05-13,
720,BK,Pocahontas,1995,1995-06-15,1995-07-16,
721,BK,Free Willy 2: The Adventure Home,1995,,1995-07-19,
722,BK,Kids Club Coolers,1995,1995-08-14,1995-09-24,
723,BK,Gargoyles Stone Warriors,1995,1995-10-02,1995-11-05,
724,BK,Toy Story,1995,1995-11-16,1995-12-31,
725,BK,Glo Force,1996,1996-01-01,1996-02-20,
726,BK,Pocahontas Hide n' Seek Finger Puppets,1996,1996-02-21,1996-03-24,
727,BK,Oliver and Company,1996,1996-03-25,1996-05-05,
728,BK,Timon & Pumbaa,1996,1996-05-06,1996-06-09,
729,BK,The Hunchback of Notre Dame,1996,1996-06-17,1996-07-28,
730,BK,Scooby,1996,1996-08-19,1996-09-15,
731,BK,James and the Giant Peach,1996,1996-09-24,1996-10-27,
732,BK,Toy Story,1996,1996-10-28,1996-12-31,
733,BK,M&M's,1997,1997-01-01,1997-02-18,
734,BK,Cartoon Network Wacky Racing,1997,1997-02-19,1997-03-30,
735,BK,Kids Club Planet Patrol,1997,1997-04-01,1997-05-18,
736,BK,Jurassic Park Watches/ Land Before Time,1997,1997-05-19,1997-06-22,
737,BK,M&M's Minis,1997,1997-06-30,1997-08-31,
738,BK,Superman: The Animated Series,1997,1997-09-01,1997-10-05,
739,BK,Universal Studios Monsters,1997,1997-10-06,,
740,BK,Anastasia,1997,1997-11-17,1997-12-14,
741,BK,Mr. Potato Head,1998,1998-01-01,1998-02-22,
742,BK,Rugrats,1998,1998-02-23,1998-03-29,
743,BK,Burger King Kids Club Bug Riders,1998,1998-04-06,1998-05-11,
744,BK,Men in Black: The Series,1998,1998-05-12,1998-06-21,
745,BK,Small Soldiers,1998,1998-07-06,1998-08-16,
746,BK,Nickel,1998,1998-08-24,1998-09-07,
747,BK,Casper Meets Wendy,1998,1998-09-20,1998-10-31,
748,BK,Toonsylvania,1998,1998-10-28,1998-11-25,
749,BK,The Rugrats Movie,1998,1998-11-23,1998-12-31,
750,BK,Mr. Potato Head,1999,1999-01-11,1999-02-07,
751,BK,CatDog,1999,1999-02-15,1999-03-28,
752,BK,Nickelodeon Kids Choice Awards,1999,,1999-04-12,
753,BK,Teletubbies,1999,1999-05-10,1999-06-20,
754,BK,Wild Wild West,1999,1999-06-28,1999-08-08,
755,BK,Nickelodeon Back To School,1999,1999-08-16,1999-09-19,
756,BK,Silly Slammers,1999,1999-09-27,1999-10-31,
757,BK,Pokémon: The First Movie,1999,1999-11-08,2000-01-02,
758,BK,Batman Beyond,2000,2000-01-03,,
759,BK,The Wild Thornberrys,2000,2000-02-14,2000-03-12,
760,BK,Pokémon: One More Chance to Catch 'em All,2000,2000-03-13,,
761,BK,The Road to El Dorado,2000,2000-03-27,2000-04-23,
762,BK,The Flintstones in Viva Rock Vegas,2000,2000-04-24,2000-05-21,
763,BK,Dragon Ball Z,2000,2000-05-22,2000-06-18,
764,BK,Chicken Run,2000,2000-06-19,2000-07-16,
765,BK,Pokémon The Movie,2000,,2000-07-17,
766,BK,Backstreet Project,2000,2000-09-11,2000-10-08,
767,BK,Scooby Doo and the Alien Invaders,2000,2000-10-09,2000-11-05,
768,BK,Rugrats in Paris: The Movie,2000,2000-11-13,2000-12-10,
769,BK,Pokémon Mini Game Boy collectibles,2000,2000-12-11,2001-01-07,
770,BK,Rugrats Treehouse,2001,2001-01-08,2001-02-04,
771,BK,Jackie Chan Adventures,2001,2001-02-26,2001-03-25,
772,BK,Shrek,2001,2001-05-14,2001-06-10,
773,BK,SpongeBob SquarePants,2001,2001-06-11,2001-07-08,
774,BK,X,2001,2001-07-09,2001-08-05,
775,BK,Pop CD,2001,2001-08-06,2001-09-02,
776,BK,Cubix: Robots for Everyone,2001,2001-09-03,,
777,BK,The Simpsons Spooky Light,2001,2001-10-01,2001-11-04,
778,BK,The Lord of the Rings: The Fellowship of the Ring,2001,2001-12-17,2002-01-13,
779,BK,X,2001,2001-12-31,2002-01-27,
780,BK,Dragon Ball Z/The Powerpuff Girls,2002,2002-01-28,2002-02-10,
781,BK,Nintendo Superstars,2002,2002-02-11,2002-03-10,
782,BK,Ice Age,2002,2002-03-11,2002-04-07,
783,BK,Rocket Power,2002,2002-04-22,2002-05-19,
784,BK,Spirit: Stallion of the Cimmaron,2002,2002-05-20,2002-06-16,
785,BK,Men in Black II,2002,2002-07-01,,
786,BK,Butt,2002,,,
787,BK,The Adventures of Jimmy Neutron Boy Genius,2002,,,
788,BK,The Simpsons Creepy Classics,2002,,,
789,BK,The Simpsons Talking Watches,2002,,,
790,BK,Dragon Ball Z/ The Powerpuff Girls,2003,,,
791,BK,SpongeBob SquarePants,2003,,,
792,BK,Justice League,2003,,,
793,BK,Rugrats Go Wild,2003,2003-06-02,,
794,BK,Sinbad: Legend of the Seven Seas,2003,2003-06-30,2003-07-27,
795,BK,Beyblade,2003,2003-08-04,,
796,BK,Dexter's Laboratory,2003,2003-09-01,,
797,BK,Hamtaro,2003,2003-09-29,2003-10-26,
798,BK,The Cat in the Hat,2003,2003-11-17,2003-12-28,
799,BK,Teenage Mutant Ninja Turtles,2003,2003-12-29,2004-01-25,
800,BK,The Fairly OddParents,2004,2004-02-09,2004-03-07,
801,BK,Scooby,2004,2004-03-22,2004-04-18,
802,BK,MicroPets Pals,2004,2004-04-19,2004-05-16,
803,BK,Shrek 2,2004,,2004-05-17,
804,BK,Spider,2004,,2004-06-28,
805,BK,Yu,2004,2004-08-09,2004-09-05,
806,BK,Little Tikes,2004,2004-09-06,,
807,BK,Shark Tale,2004,2004-09-27,2004-10-24,
808,BK,The SpongeBob SquarePants Movie,2004,2004-11-15,2005-01-03,
809,BK,Dora The Explorer / MatchBox,2005,2005-01-04,,
810,BK,Robots,2005,2005-03-07,2005-04-03,
811,BK,Cranium: Cadoo,2005,2005-04-04,2005-05-15,
812,BK,Star Wars Episode III: Revenge of the Sith,2005,2005-05-16,2005-07-03,
813,BK,Fantastic Four,2005,2005-07-04,,
814,BK,Care Bears/Transformers: Cybertron,2005,2005-08-01,,
815,BK,Danny Phantom,2005,2005-09-05,2005-10-02,
816,BK,Wallace and Gromit: The Curse of the Were Rabbit,2005,2005-10-03,,
817,BK,Star Wars Saga,2005,2005-10-31,2005-11-27,
818,BK,Furby,2005,2005-11-28,2006-01-22,
819,BK,US Figure Skating,2006,2006-01-23,2006-02-19,
820,BK,SpongeBob SquarePants: Lost in Time,2006,2006-02-27,2006-03-26,
821,BK,Ice Age 2: The Meltdown,2006,,2006-03-27,
822,BK,Foster's Home for Imaginary Friends,2006,2006-04-24,2006-05-21,
823,BK,X,2006,2006-05-22,2006-06-18,
